Temperature,Humidity,TVOC,ECO2,Raw H2,Raw Ethanol,Pressure,PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Ptabular,Pfire,Psmoke,Pdetection,FireAlert,SmokeAlert
21.414,55.32,8.0,410.0,12533.0,19626.0,939.782,0.09,0.27,0.16,0.31,0.177,0.0,0.6852073073387146,0.0,0.6852073073387146,0,0
21.427,55.53,16.0,406.0,12537.0,19629.0,939.788,0.08,0.24,0.14,0.27,0.154,0.0,0.6471052169799805,0.0,0.6471052169799805,0,0
21.44,55.64,2.0,400.0,12536.0,19635.0,939.787,0.07,0.22,0.13,0.251,0.143,0.0,0.7150503396987915,0.0,0.7150503396987915,0,0
21.453,55.81,15.0,406.0,12530.0,19631.0,939.789,0.06,0.19,0.11,0.217,0.124,0.0,0.6880326271057129,0.0,0.6880326271057129,0,0
21.466,55.9,9.0,401.0,12543.0,19631.0,939.792,0.06,0.18,0.1,0.202,0.115,0.0,0.7000840306282043,0.0,0.7000840306282043,0,0
21.479,56.07,12.0,402.0,12534.0,19624.0,939.794,0.05,0.16,0.09,0.187,0.107,0.0,0.7285023331642151,0.0,0.7285023331642151,0,0
21.492,56.18,13.0,400.0,12537.0,19630.0,939.798,0.05,0.14,0.08,0.16,0.091,0.0,0.7484594583511353,0.0,0.7484594583511353,0,0
21.505,56.24,8.0,402.0,12537.0,19631.0,939.795,0.04,0.13,0.07,0.148,0.085,0.0,0.7621250152587891,0.0,0.7621250152587891,0,0
21.518,56.37,6.0,400.0,12540.0,19632.0,939.8,0.04,0.11,0.06,0.127,0.072,0.0,0.7816275954246521,0.0,0.7816275954246521,0,0
21.531,56.42,11.0,409.0,12539.0,19627.0,939.803,0.03,0.1,0.06,0.117,0.067,0.0,0.8106686472892761,0.0,0.8106686472892761,0,0
21.543,56.5,16.0,408.0,12536.0,19628.0,939.804,0.03,0.09,0.05,0.099,0.057,0.0,0.7935962080955505,0.0,0.7935962080955505,0,0
21.556,56.62,13.0,401.0,12540.0,19626.0,939.809,0.03,0.08,0.05,0.092,0.052,0.0,0.8009305000305176,0.0,0.8009305000305176,0,0
21.569,56.69,11.0,400.0,12540.0,19626.0,939.809,0.02,0.07,0.04,0.078,0.044,0.0,0.7590484619140625,0.0,0.7590484619140625,0,0
21.582,56.91,0.0,400.0,12565.0,19664.0,939.8,0.02,0.06,0.04,0.071,0.041,0.0,0.8204001784324646,0.0,0.8204001784324646,0,0
21.595,56.65,0.0,400.0,12565.0,19673.0,939.807,0.02,0.05,0.03,0.06,0.034,0.0,0.7145395874977112,0.0,0.7145395874977112,0,0
21.607,56.13,0.0,400.0,12565.0,19663.0,939.806,0.02,0.05,0.03,0.055,0.032,0.0,0.7719986438751221,0.0,0.7719986438751221,0,0
21.62,55.44,0.0,402.0,12566.0,19669.0,939.795,0.01,0.04,0.02,0.047,0.027,0.0,0.8611044883728027,0.0,0.8611044883728027,0,0
21.633,54.78,0.0,408.0,12565.0,19672.0,939.799,0.01,0.04,0.02,0.043,0.024,0.0,0.8257908225059509,0.0,0.8257908225059509,0,0
21.646,54.24,10.0,419.0,12562.0,19658.0,939.802,0.01,0.03,0.02,0.036,0.021,0.0,0.8474627137184143,0.0,0.8474627137184143,0,0
21.658,53.68,2.0,415.0,12558.0,19654.0,939.791,0.01,0.03,0.02,0.033,0.019,0.0,0.8681453466415405,0.0,0.8681453466415405,0,0
21.671,53.18,2.0,404.0,12560.0,19659.0,939.792,0.01,0.02,0.01,0.028,0.016,0.0,0.8141017556190491,0.0,0.8141017556190491,0,0
21.684,52.75,0.0,400.0,12563.0,19658.0,939.798,0.01,0.02,0.01,0.025,0.015,0.0,0.8119382262229919,0.0,0.8119382262229919,0,0
21.696,52.37,6.0,408.0,12562.0,19648.0,939.798,0.01,0.02,0.01,0.021,0.012,0.0,0.839256763458252,0.0,0.839256763458252,0,0
21.709,52.01,2.0,413.0,12567.0,19661.0,939.804,0.01,0.02,0.01,0.02,0.011,0.0,0.849371612071991,0.0,0.849371612071991,0,0
21.722,51.72,10.0,415.0,12557.0,19654.0,939.802,0.0,0.01,0.01,0.016,0.009,0.0,0.8796737790107727,0.0,0.8796737790107727,0,0
21.734,51.45,7.0,413.0,12558.0,19659.0,939.803,0.0,0.01,0.01,0.015,0.009,0.0,0.8466567397117615,0.0,0.8466567397117615,0,0
21.747,51.18,2.0,413.0,12565.0,19665.0,939.805,0.0,0.01,0.01,0.014,0.008,0.0,0.8589383363723755,0.0,0.8589383363723755,0,0
21.76,51.01,9.0,417.0,12563.0,19662.0,939.8,0.0,0.01,0.01,0.011,0.006,0.0,0.8511369824409485,0.0,0.8511369824409485,0,0
21.772,50.78,10.0,417.0,12565.0,19664.0,939.788,0.0,0.01,0.01,0.01,0.006,0.0,0.8658491373062134,0.0,0.8658491373062134,0,0
21.785,50.64,2.0,401.0,12564.0,19650.0,939.784,0.0,0.01,0.0,0.009,0.005,0.0,0.8636565804481506,0.0,0.8636565804481506,0,0
21.797,50.46,1.0,407.0,12563.0,19659.0,939.782,0.0,0.01,0.0,0.008,0.005,0.0,0.8114514350891113,0.0,0.8114514350891113,0,0
21.81,50.3,0.0,400.0,12565.0,19658.0,939.773,0.0,0.01,0.0,0.007,0.004,0.0,0.8478363156318665,0.0,0.8478363156318665,0,0
21.822,50.16,21.0,425.0,12561.0,19649.0,939.782,0.0,0.01,0.0,0.006,0.003,0.0,0.8420678973197937,0.0,0.8420678973197937,0,0
21.835,50.04,10.0,426.0,12559.0,19649.0,939.796,0.0,0.0,0.0,0.005,0.003,0.0,0.8335188031196594,0.0,0.8335188031196594,0,0
21.847,49.93,6.0,420.0,12566.0,19662.0,939.791,0.0,0.0,0.0,0.005,0.003,0.0,0.7550260424613953,0.0,0.7550260424613953,0,0
21.86,49.85,6.0,417.0,12562.0,19653.0,939.792,0.0,0.0,0.0,0.004,0.002,0.0,0.8754709959030151,0.0,0.8754709959030151,0,0
21.872,49.76,8.0,420.0,12565.0,19660.0,939.806,0.0,0.0,0.0,0.003,0.002,0.0,0.8761394619941711,0.0,0.8761394619941711,0,0
21.885,49.64,5.0,417.0,12564.0,19655.0,939.821,0.0,0.0,0.0,0.003,0.002,0.0,0.8633108139038086,0.0,0.8633108139038086,0,0
21.897,49.58,11.0,411.0,12563.0,19651.0,939.815,0.0,0.0,0.0,0.003,0.001,0.0,0.8610150814056396,0.0,0.8610150814056396,0,0
21.909,49.5,11.0,421.0,12563.0,19647.0,939.805,0.0,0.0,0.0,0.002,0.001,0.0,0.8610848784446716,0.0,0.8610848784446716,0,0
21.922,49.42,0.0,414.0,12571.0,19657.0,939.805,0.0,0.0,0.0,0.002,0.001,0.0,0.880387008190155,0.0,0.880387008190155,0,0
21.934,49.38,7.0,418.0,12565.0,19653.0,939.803,0.0,0.0,0.0,0.002,0.001,0.0,0.7960166931152344,0.0,0.7960166931152344,0,0
21.946,49.33,4.0,406.0,12565.0,19659.0,939.819,0.0,0.0,0.0,0.001,0.001,0.0,0.8588771820068359,0.0,0.8588771820068359,0,0
21.959,49.16,28.0,442.0,12547.0,19629.0,939.812,0.0,0.0,0.0,0.001,0.001,0.0,0.8563176989555359,0.0,0.8563176989555359,0,0
21.971,49.32,39.0,455.0,12541.0,19629.0,939.817,0.0,0.0,0.0,0.001,0.001,0.0,0.8264160752296448,0.0,0.8264160752296448,0,0
21.983,49.87,29.0,440.0,12544.0,19631.0,939.813,0.0,0.0,0.0,0.001,0.001,0.0,0.8002031445503235,0.0,0.8002031445503235,0,0
21.996,50.49,31.0,445.0,12545.0,19632.0,939.81,0.0,0.0,0.0,0.001,0.0,0.0,0.8637499213218689,0.0,0.8637499213218689,0,0
22.008,51.08,28.0,453.0,12548.0,19631.0,939.818,0.0,0.0,0.0,0.001,0.0,0.0,0.8403617143630981,0.0,0.8403617143630981,0,0
22.02,51.65,26.0,440.0,12549.0,19633.0,939.832,0.0,0.0,0.0,0.001,0.0,0.0,0.8458409309387207,0.0,0.8458409309387207,0,0
22.032,52.13,28.0,433.0,12543.0,19638.0,939.82,0.21,0.54,0.58,0.614,0.324,0.0,0.8147110342979431,0.0,0.8147110342979431,0,0
22.044,52.62,23.0,433.0,12558.0,19649.0,939.815,0.15,0.41,0.44,0.46,0.243,0.0,0.7962646484375,0.0,0.7962646484375,0,0
22.057,53.02,20.0,430.0,12554.0,19644.0,939.815,0.1,0.27,0.29,0.307,0.162,0.0,0.8292717933654785,0.0,0.8292717933654785,0,0
22.069,53.45,21.0,438.0,12550.0,19642.0,939.817,0.04,0.1,0.11,0.115,0.061,0.0,0.8111332058906555,0.0,0.8111332058906555,0,0
22.081,53.75,16.0,426.0,12554.0,19644.0,939.817,0.02,0.06,0.06,0.067,0.035,0.0,0.7853920459747314,0.0,0.7853920459747314,0,0
22.093,54.05,26.0,431.0,12556.0,19638.0,939.811,0.01,0.02,0.02,0.022,0.011,0.0,0.8577544093132019,0.0,0.8577544093132019,0,0
22.105,54.36,32.0,437.0,12552.0,19637.0,939.809,0.0,0.01,0.01,0.012,0.006,0.0,0.788622260093689,0.0,0.788622260093689,0,0
22.117,54.59,29.0,417.0,12559.0,19641.0,939.813,0.0,0.0,0.0,0.004,0.002,0.0,0.7904072403907776,0.0,0.7904072403907776,0,0
22.13,54.83,21.0,420.0,12567.0,19645.0,939.81,0.0,0.0,0.0,0.002,0.001,0.0,0.8426510691642761,0.0,0.8426510691642761,0,0
22.142,55.03,20.0,420.0,12560.0,19641.0,939.794,0.0,0.0,0.0,0.001,0.0,0.0,0.8284634351730347,0.0,0.8284634351730347,0,0
22.154,55.25,20.0,421.0,12567.0,19654.0,939.791,0.0,0.0,0.0,0.0,0.0,0.0,0.7307189106941223,0.0,0.7307189106941223,0,0
22.166,55.46,12.0,415.0,12565.0,19639.0,939.791,0.0,0.0,0.0,0.0,0.0,0.0,0.8132780194282532,0.0,0.8132780194282532,0,0
22.178,55.61,11.0,410.0,12562.0,19649.0,939.799,0.0,0.0,0.0,0.0,0.0,0.0,0.8283823728561401,0.0,0.8283823728561401,0,0
22.19,55.73,11.0,400.0,12568.0,19652.0,939.805,0.0,0.0,0.0,0.0,0.0,0.0,0.8732204437255859,0.0,0.8732204437255859,0,0
22.202,55.88,18.0,417.0,12567.0,19656.0,939.812,0.0,0.0,0.0,0.0,0.0,0.0,0.8108687996864319,0.0,0.8108687996864319,0,0
22.214,56.02,14.0,403.0,12566.0,19656.0,939.812,0.0,0.0,0.0,0.0,0.0,0.0,0.8437524437904358,0.0,0.8437524437904358,0,0
22.226,56.14,17.0,405.0,12571.0,19659.0,939.821,0.0,0.0,0.0,0.0,0.0,0.0,0.723036527633667,0.0,0.723036527633667,0,0
22.238,56.26,11.0,401.0,12564.0,19660.0,939.823,0.0,0.0,0.0,0.0,0.0,0.0,0.7714673280715942,0.0,0.7714673280715942,0,0
22.25,56.32,2.0,403.0,12577.0,19663.0,939.826,0.0,0.0,0.0,0.0,0.0,0.0,0.7020525932312012,0.0,0.7020525932312012,0,0
22.262,56.43,2.0,400.0,12568.0,19662.0,939.815,0.0,0.0,0.0,0.0,0.0,0.0,0.7411620616912842,0.0,0.7411620616912842,0,0
22.273,56.53,5.0,404.0,12570.0,19659.0,939.808,0.0,0.0,0.0,0.0,0.0,0.0,0.7508663535118103,0.0,0.7508663535118103,0,0
22.285,56.63,4.0,404.0,12579.0,19665.0,939.808,0.0,0.0,0.0,0.0,0.0,0.0,0.6254454255104065,0.0,0.6254454255104065,0,0
22.297,56.69,6.0,403.0,12571.0,19661.0,939.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22.309,56.76,2.0,400.0,12577.0,19663.0,939.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22.321,56.99,0.0,400.0,12592.0,19679.0,939.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22.333,56.77,0.0,400.0,12597.0,19694.0,939.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22.344,55.02,0.0,401.0,12597.0,19689.0,939.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22.356,54.41,0.0,408.0,12597.0,19685.0,939.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22.368,53.84,1.0,410.0,12587.0,19681.0,939.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22.38,53.38,0.0,402.0,12598.0,19689.0,939.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22.392,51.95,4.0,413.0,12591.0,19675.0,939.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
